check_id,category,severity,section,key_or_filename,target_url,conflicting_path,root_cause_script,recommended_action
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,liechtenstein,pages/liechtenstein/,pages/li/,scripts/generate_world_local.py,Consolidate pages/liechtenstein/ into pages/li/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,sri-lanka,pages/sri-lanka/,pages/lk/,scripts/generate_world_local.py,Consolidate pages/sri-lanka/ into pages/lk/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,lithuania,pages/lithuania/,pages/lt/,scripts/generate_world_local.py,Consolidate pages/lithuania/ into pages/lt/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,luxembourg,pages/luxembourg/,pages/lu/,scripts/generate_world_local.py,Consolidate pages/luxembourg/ into pages/lu/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,latvia,pages/latvia/,pages/lv/,scripts/generate_world_local.py,Consolidate pages/latvia/ into pages/lv/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,morocco,pages/morocco/,pages/ma/,scripts/generate_world_local.py,Consolidate pages/morocco/ into pages/ma/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,monaco,pages/monaco/,pages/mc/,scripts/generate_world_local.py,Consolidate pages/monaco/ into pages/mc/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,moldova,pages/moldova/,pages/md/,scripts/generate_world_local.py,Consolidate pages/moldova/ into pages/md/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,marshall-islands,pages/marshall-islands/,pages/mh/,scripts/generate_world_local.py,Consolidate pages/marshall-islands/ into pages/mh/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,north-macedonia,pages/north-macedonia/,pages/mk/,scripts/generate_world_local.py,Consolidate pages/north-macedonia/ into pages/mk/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,macao,pages/macao/,pages/mo/,scripts/generate_world_local.py,Consolidate pages/macao/ into pages/mo/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,northern-mariana-islands,pages/northern-mariana-islands/,pages/mp/,scripts/generate_world_local.py,Consolidate pages/northern-mariana-islands/ into pages/mp/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,martinique,pages/martinique/,pages/mq/,scripts/generate_world_local.py,Consolidate pages/martinique/ into pages/mq/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,malta,pages/malta/,pages/mt/,scripts/generate_world_local.py,Consolidate pages/malta/ into pages/mt/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,malawi,pages/malawi/,pages/mw/,scripts/generate_world_local.py,Consolidate pages/malawi/ into pages/mw/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,mexico,pages/mexico/,pages/mx/,scripts/generate_world_local.py,Consolidate pages/mexico/ into pages/mx/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,malaysia,pages/malaysia/,pages/my/,scripts/generate_world_local.py,Consolidate pages/malaysia/ into pages/my/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,new-caledonia,pages/new-caledonia/,pages/nc/,scripts/generate_world_local.py,Consolidate pages/new-caledonia/ into pages/nc/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,norfolk-island,pages/norfolk-island/,pages/nf/,scripts/generate_world_local.py,Consolidate pages/norfolk-island/ into pages/nf/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,netherlands,pages/netherlands/,pages/nl/,scripts/generate_world_local.py,Consolidate pages/netherlands/ into pages/nl/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,norway,pages/norway/,pages/no/,scripts/generate_world_local.py,Consolidate pages/norway/ into pages/no/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,nauru,pages/nauru/,pages/nr/,scripts/generate_world_local.py,Consolidate pages/nauru/ into pages/nr/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,niue,pages/niue/,pages/nu/,scripts/generate_world_local.py,Consolidate pages/niue/ into pages/nu/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,new-zealand,pages/new-zealand/,pages/nz/,scripts/generate_world_local.py,Consolidate pages/new-zealand/ into pages/nz/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,panama,pages/panama/,pages/pa/,scripts/generate_world_local.py,Consolidate pages/panama/ into pages/pa/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,peru,pages/peru/,pages/pe/,scripts/generate_world_local.py,Consolidate pages/peru/ into pages/pe/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,french-polynesia,pages/french-polynesia/,pages/pf/,scripts/generate_world_local.py,Consolidate pages/french-polynesia/ into pages/pf/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,philippines,pages/philippines/,pages/ph/,scripts/generate_world_local.py,Consolidate pages/philippines/ into pages/ph/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,pakistan,pages/pakistan/,pages/pk/,scripts/generate_world_local.py,Consolidate pages/pakistan/ into pages/pk/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,poland,pages/poland/,pages/pl/,scripts/generate_world_local.py,Consolidate pages/poland/ into pages/pl/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,saint-pierre,pages/saint-pierre/,pages/pm/,scripts/generate_world_local.py,Consolidate pages/saint-pierre/ into pages/pm/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,pitcairn,pages/pitcairn/,pages/pn/,scripts/generate_world_local.py,Consolidate pages/pitcairn/ into pages/pn/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,puerto-rico,pages/puerto-rico/,pages/pr/,scripts/generate_world_local.py,Consolidate pages/puerto-rico/ into pages/pr/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,portugal,pages/portugal/,pages/pt/,scripts/generate_world_local.py,Consolidate pages/portugal/ into pages/pt/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,palau,pages/palau/,pages/pw/,scripts/generate_world_local.py,Consolidate pages/palau/ into pages/pw/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,reunion,pages/reunion/,pages/re/,scripts/generate_world_local.py,Consolidate pages/reunion/ into pages/re/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,romania,pages/romania/,pages/ro/,scripts/generate_world_local.py,Consolidate pages/romania/ into pages/ro/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,serbia,pages/serbia/,pages/rs/,scripts/generate_world_local.py,Consolidate pages/serbia/ into pages/rs/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,russia,pages/russia/,pages/ru/,scripts/generate_world_local.py,Consolidate pages/russia/ into pages/ru/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,sweden,pages/sweden/,pages/se/,scripts/generate_world_local.py,Consolidate pages/sweden/ into pages/se/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,singapore,pages/singapore/,pages/sg/,scripts/generate_world_local.py,Consolidate pages/singapore/ into pages/sg/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,slovenia,pages/slovenia/,pages/si/,scripts/generate_world_local.py,Consolidate pages/slovenia/ into pages/si/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,svalbard,pages/svalbard/,pages/sj/,scripts/generate_world_local.py,Consolidate pages/svalbard/ into pages/sj/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,slovakia,pages/slovakia/,pages/sk/,scripts/generate_world_local.py,Consolidate pages/slovakia/ into pages/sk/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,san-marino,pages/san-marino/,pages/sm/,scripts/generate_world_local.py,Consolidate pages/san-marino/ into pages/sm/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,turks-and-caicos,pages/turks-and-caicos/,pages/tc/,scripts/generate_world_local.py,Consolidate pages/turks-and-caicos/ into pages/tc/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,thailand,pages/thailand/,pages/th/,scripts/generate_world_local.py,Consolidate pages/thailand/ into pages/th/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,turkey,pages/turkey/,pages/tr/,scripts/generate_world_local.py,Consolidate pages/turkey/ into pages/tr/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,ukraine,pages/ukraine/,pages/ua/,scripts/generate_world_local.py,Consolidate pages/ukraine/ into pages/ua/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,uruguay,pages/uruguay/,pages/uy/,scripts/generate_world_local.py,Consolidate pages/uruguay/ into pages/uy/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,vatican-city,pages/vatican-city/,pages/va/,scripts/generate_world_local.py,Consolidate pages/vatican-city/ into pages/va/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,us-virgin-islands,pages/us-virgin-islands/,pages/vi/,scripts/generate_world_local.py,Consolidate pages/us-virgin-islands/ into pages/vi/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,wallis-and-futuna,pages/wallis-and-futuna/,pages/wf/,scripts/generate_world_local.py,Consolidate pages/wallis-and-futuna/ into pages/wf/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,samoa,pages/samoa/,pages/ws/,scripts/generate_world_local.py,Consolidate pages/samoa/ into pages/ws/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,mayotte,pages/mayotte/,pages/yt/,scripts/generate_world_local.py,Consolidate pages/mayotte/ into pages/yt/
CHK_FS_01,Parallel Country Directory Overlap,CRITICAL,filesystem,south-africa,pages/south-africa/,pages/za/,scripts/generate_world_local.py,Consolidate pages/south-africa/ into pages/za/
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,jagannadhapuram|jagannadhapuram.,pages/india/andhra-pradesh/jagannadhapuram.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,balijan te|balijan t.e.,pages/india/assam/balijan-te.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,katangi|katangi.,pages/india/madhya-pradesh/katangi.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,paraswada|paraswada.,pages/india/madhya-pradesh/paraswada.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,chikhali bk.|chikhali bk,pages/india/maharashtra/chikhali-bk.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,jawala bk|jawala (bk),pages/india/maharashtra/jawala-bk.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,kavathe.|kavathe,pages/india/maharashtra/kavathe.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,borgaon (bazar)|borgaon bazar,pages/india/maharashtra/borgaon-bazar.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,abanpalli m|abanpalli (m),pages/india/maharashtra/abanpalli-m.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,m.i.d.c.|midc,pages/india/maharashtra/midc.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,jinti|jinti.,pages/india/maharashtra/jinti.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,chinchpur bk|chinchpur bk.,pages/india/maharashtra/chinchpur-bk.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,a.pudupatti|apudupatti,pages/india/tamil-nadu/apudupatti.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,mpudupatti|m.pudupatti,pages/india/tamil-nadu/mpudupatti.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,modaiyur|m.odaiyur,pages/india/tamil-nadu/modaiyur.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,m.pudur|mpudur,pages/india/tamil-nadu/mpudur.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,npudupatti|n.pudupatti,pages/india/tamil-nadu/npudupatti.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,mallapurb.o|mallapurbo,pages/india/telangana/mallapurbo.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,boregaon|boregaon ),pages/india/telangana/boregaon.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,al fagaa|al fagaa',pages/ae/03/al-fagaa.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,uruguay|ñuruguay,pages/ar/Corrientes/uruguay.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,gönitz|gößnitz,pages/at/Kärnten/gnitz.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,unter-sankt georgen|unter sankt georgen,pages/at/Oberösterreich/unter-sankt-georgen.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,haselbäckau|haselböckau,pages/at/Oberösterreich/haselbckau.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,präbach|pörbach,pages/at/Steiermark/prbach.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,o’connor|o'connor,pages/au/Australian_Capital_Territory/oconnor.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,o’malley|o'malley,pages/au/Australian_Capital_Territory/omalley.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,o’connell|oconnell|o'connell,pages/au/New_South_Wales/oconnell.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,brighton le sands|brighton-le-sands,pages/au/New_South_Wales/brighton-le-sands.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,o’briens hill|o'briens hill,pages/au/Queensland/obriens-hill.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,d'aguilar|d’aguilar,pages/au/Queensland/daguilar.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
CHK_IDX_01,Target URL Collision (Cities),HIGH,cities,brisbane city|brisbane-city,pages/au/Queensland/brisbane-city.html,N/A,scripts/build_search_index.py:69,Update search_index.json to support key to array of URLs
